Title,Price,Reg Date,Depreciation,Mileage,Owners,URL
BMW 3 Series 325i Convertible (COE till 08/2028),"$35,800","15-Aug-2008
(3y 1m COE left)","$11,390 /yr","160,000 km",6 Owners,https://www.sgcarmart.com/used-cars/info/bmw-3-series-325i-1407161/?dl=3758&utm_content=SLeligible
Audi A1 Sportback 1.0A TFSI S-tronic,"$7,500","20-Oct-2015
(3m COE left)",N.A,"136,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/audi-a1-sportback-10a-1382945/?dl=4074
BMW 1 Series 118i 5DR Highline,"$87,800","09-Dec-2019
(4y 5m COE left)","$15,450 /yr","130,248 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-1-series-118i-1407200/?dl=2397
Volvo S90 T5 Momentum,"$108,800","27-Jun-2019
(4y COE left)","$21,240 /yr","58,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/volvo-s90-t5-momentum-1407159/?dl=3758
BMW 1 Series 118i 5DR,"$53,889","08-Jun-2018
(2y 11m COE left)","$14,730 /yr","119,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bmw-1-series-118i-1371472/?dl=3163&utm_content=SLeligible
Toyota Raize 1.0A X,"$111,800","31-Oct-2022
(7y 4m COE left)","$14,860 /yr","33,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-raize-10a-x-1407158/?dl=4140
Land Rover Range Rover Sport Mild Hybrid 3.0A P400 HSE Sunroof,"$280,800","23-Dec-2021
(6y 5m COE left)","$34,090 /yr","40,760 km",1 Owner,https://www.sgcarmart.com/used-cars/info/land-rover-range-rover-sport-1405934/?dl=3350
Mercedes-Benz GLB-Class GLB200 Progressive,"$162,000","25-May-2021
(5y 11m COE left)","$23,650 /yr","38,888 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glb-class-glb200-progressive-1401956/?dl=4221&utm_content=SLeligible
BMW X3 xDrive30i M-Sport,"$150,800","26-Jun-2020
(5y COE left)","$22,860 /yr","107,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-x3-xdrive30i-m-sport-1407188/?dl=1111
Hyundai Veloster 1.6A GDi Turbo Sunroof (New 5-yr COE),"$59,800","10-Jun-2015
(5y COE left)","$11,950 /yr","100,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-veloster-16a-gdi-1407143/?dl=3271&utm_content=SLeligible
Audi Q4 Sportback e-tron Electric 45 Edition 1,"$235,988","07-Jun-2024
(8y 11m COE left)","$23,500 /yr","8,900 km",1 Owner,https://www.sgcarmart.com/used-cars/info/audi-q4-sportback-e-tron-1383328/?dl=3858&utm_content=SLeligible
BMW X1 sDrive16i M-Sport,"$183,200","28-Apr-2023
(7y 10m COE left)","$20,530 /yr","44,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-x1-sdrive16i-m-sport-1407177/?dl=4228
Mercedes-Benz B-Class B200 (COE till 03/2028),"$34,800","13-Mar-2013
(2y 8m COE left)","$12,800 /yr","139,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-b-class-b200-coe-1400541/?dl=2191&utm_content=SLeligible
BMW X6 xDrive40i M-Sport,"$258,988","25-Jan-2021
(5y 7m COE left)","$34,630 /yr","69,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-x6-xdrive40i-m-sport-1392522/?dl=2870&utm_content=SLeligible
BMW 2 Series 216i Gran Tourer,"$79,800","14-Oct-2019
(4y 3m COE left)","$13,860 /yr","120,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216i-1407176/?dl=4847
Land Rover Discovery Sport 2.0A SE 7-Seater Sunroof,"$98,988","30-Apr-2019
(3y 10m COE left)","$19,120 /yr","60,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/land-rover-discovery-sport-20a-1400880/?dl=2870&utm_content=SLeligible
Nissan X-Trail e-POWER e-4ORCE Hybrid 1.5A,"$188,988","28-Jun-2023
(8y COE left)","$20,660 /yr","40,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/nissan-x-trail-e-power-e-4orce-1394941/?dl=2870&utm_content=SLeligible
Honda Odyssey Hybrid 2.0A e-HEV Absolute,"$224,888","05-Jun-2025
(9y 11m COE left)","$20,430 /yr","1,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-odyssey-hybrid-20a-1407165/?dl=4721
Honda Jade Hybrid 1.5A,"$19,900","08-Apr-2016
(9m COE left)","$22,130 /yr","130,000 km",5 Owners,https://www.sgcarmart.com/used-cars/info/honda-jade-hybrid-15a-1407119/?dl=1000
Honda Shuttle 1.5A G Honda Sensing,"$102,600","30-Dec-2022
(7y 6m COE left)","$13,170 /yr","34,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-shuttle-15a-g-1395777/?dl=4074&utm_content=SLeligible
SEAT Ibiza 1.0A EcoTSI DSG Style,"$23,988","25-Apr-2017
(1y 10m COE left)","$11,720 /yr","110,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/seat-ibiza-10a-ecotsi-1315653/?dl=2870&utm_content=SLeligible
Toyota Vellfire Hybrid 2.5A Z Premium,"$329,000","25-Apr-2025
(9y 10m COE left)","$29,640 /yr",200 km,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-vellfire-hybrid-25a-1395224/?dl=3518&utm_content=SLeligible
Lexus UX Hybrid UX250h Executive,"$205,000","28-Dec-2023
(8y 6m COE left)","$22,060 /yr","16,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/lexus-ux-hybrid-ux250h-1400799/?dl=1000&utm_content=SLeligible
Maserati GranTurismo Cambiocorsa (COE till 11/2029),"$78,000","18-Nov-2009
(4y 4m COE left)","$17,720 /yr","151,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/maserati-granturismo-cambiocorsa-coe-1407055/?dl=8008&utm_content=SLeligible
Porsche Panamera 3.0A PDK Sunroof,"$229,988","08-Nov-2018
(3y 4m COE left)","$39,020 /yr","154,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/porsche-panamera-30a-pdk-1400473/?dl=4102&utm_content=SLeligible
Mercedes-Benz E-Class E300 Cabriolet Mild Hybrid AMG Line Premium Plus Night Edition,"$268,000","11-Feb-2022
(6y 7m COE left)","$30,960 /yr","24,500 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e300-cabriolet-1308686/?dl=4695&utm_content=SLeligible
BMW 5 Series 520i,"$32,500","23-Oct-2015
(3m COE left)",N.A,"109,980 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bmw-5-series-520i-1401033/?dl=1000
Toyota Alphard 2.5A Elegance Moonroof,"$131,888","08-Aug-2018
(3y 1m COE left)","$32,710 /yr","37,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-alphard-25a-elegance-1400867/?dl=1000&utm_content=SLeligible
Opel Insignia Grandsport Diesel 1.6A Turbo,"$43,800","27-Aug-2018
(3y 2m COE left)","$9,250 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/opel-insignia-grandsport-diesel-1407154/?dl=3791
Mazda 3 1.5A Sunroof,"$22,800","27-Dec-2016
(1y 6m COE left)","$11,250 /yr","250,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/mazda-3-15a-sunroof-1407151/?dl=2239
Volvo V40 T2 R-Design Sunroof,"$15,900","13-Nov-2015
(4m COE left)",N.A,"85,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/volvo-v40-t2-r-design-1407149/?dl=2239
Suzuki Grand Vitara 2.0A (COE till 03/2029),"$36,300","27-Mar-2009
(3y 9m COE left)","$9,660 /yr","143,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/suzuki-grand-vitara-20a-1407139/?dl=1068&utm_content=SLeligible
Citroen e-Berlingo Electric,"$87,800","12-Jan-2024
(8y 6m COE left)","$10,260 /yr","24,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/citroen-e-berlingo-electric-1395700/?dl=4343
Porsche Taycan Electric 4S,"$350,800","09-Nov-2020
(5y 4m COE left)","$47,130 /yr","17,200 km",1 Owner,https://www.sgcarmart.com/used-cars/info/porsche-taycan-electric-4s-1388803/?dl=3359&utm_content=SLeligible
Audi A3 Sportback 1.4A TFSI Ambiente,"$16,000","28-Sep-2015
(3m COE left)",N.A,"91,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/audi-a3-sportback-14a-1388771/?dl=4842
BMW iX1 Electric eDrive20,"$199,885","20-Aug-2024
(9y 1m COE left)","$20,670 /yr","15,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-ix1-electric-edrive20-1388698/?dl=3163&utm_content=SLeligible
Honda Civic 1.6A VTi,"$48,800","18-Jan-2018
(2y 6m COE left)","$15,200 /yr","119,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-civic-16a-vti-1388596/?dl=3989&utm_content=SLeligible
Honda HR-V 1.5A LX,"$21,388","17-Mar-2016
(8m COE left)","$12,710 /yr","95,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-hr-v-15a-lx-1388579/?dl=3163
Mercedes-Benz A-Class A200 AMG Line,"$91,000","07-Dec-2018
(3y 5m COE left)","$20,060 /yr","95,037 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-a200-amg-1388541/?dl=3597&utm_content=SLeligible
Volkswagen Golf 1.4A TSI Comfortline,"$80,800","28-Feb-2020
(4y 8m COE left)","$15,150 /yr","95,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-golf-14a-tsi-1387798/?dl=3175&utm_content=SLeligible
Toyota Corolla Altis 1.6A Standard,"$53,888","14-Sep-2018
(3y 2m COE left)","$13,650 /yr","69,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-corolla-altis-16a-1387460/?dl=3271&utm_content=SLeligible
Volkswagen Jetta 1.4A TSI Sunroof,"$19,300","29-Feb-2016
(8m COE left)","$11,690 /yr",N.A,3 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-jetta-14a-tsi-1382057/?dl=1000
Mazda 6 2.0A,"$14,800","23-Sep-2015
(2m COE left)",N.A,"74,500 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mazda-6-20a-1379712/?dl=4118
Audi A8L 3.0A TFSI Quattro (COE till 12/2030),"$93,988","13-Jan-2011
(5y 6m COE left)","$17,020 /yr","131,300 km",2 Owners,https://www.sgcarmart.com/used-cars/info/audi-a8l-30a-tfsi-1379258/?dl=4102&utm_content=SLeligible
Porsche Macan Turbo Electric Sunroof,"$525,888","31-Dec-2024
(9y 6m COE left)","$48,920 /yr","1,288 km",1 Owner,https://www.sgcarmart.com/used-cars/info/porsche-macan-turbo-electric-1371303/?dl=4447&utm_content=SLeligible
BMW 2 Series 218i Gran Tourer Luxury Sunroof,"$136,000","16-Feb-2022
(6y 7m COE left)","$16,990 /yr","51,831 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-2-series-218i-1371191/?dl=3597&utm_content=SLeligible
Peugeot 308 1.2A PureTech Allure,"$35,800","24-Nov-2017
(2y 4m COE left)","$12,870 /yr","99,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/peugeot-308-12a-puretech-1366080/?dl=2049&utm_content=SLeligible
Citroen Grand C4 SpaceTourer 1.2A PureTech EAT8 Exclusive,"$92,800","29-Jul-2021
(6y 1m COE left)","$13,040 /yr","60,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/citroen-grand-c4-spacetourer-1303282/?dl=2049&utm_content=SLeligible
Honda Stepwagon 1.5A G Welcab,"$178,800","17-Mar-2023
(7y 8m COE left)","$21,070 /yr",481 km,2 Owners,https://www.sgcarmart.com/used-cars/info/honda-stepwagon-15a-g-1228459/?dl=3350&utm_content=SLeligible
Audi TT RS Coupe 2.5M TFSI Quattro (COE till 03/2029),"$85,888","25-May-2010
(3y 9m COE left)","$22,780 /yr","150,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/audi-tt-rs-coupe-1189023/?dl=4433&utm_content=SLeligible
Mercedes-Benz E-Class E400 Coupe 4MATIC,"$139,800","29-Dec-2017
(2y 6m COE left)","$31,340 /yr","38,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e400-coupe-1407140/?dl=2410
Bentley Flying Spur 4.0A V8 S,"$298,888","04-Oct-2019
(4y 3m COE left)",N.A,"77,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bentley-flying-spur-40a-1326479/?dl=4382&utm_content=SLeligible
Mercedes-Benz EQB Electric EQB250 Art 7-Seater,"$192,800","27-Mar-2023
(7y 9m COE left)","$22,200 /yr","38,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-eqb-electric-eqb250-1407137/?dl=2430
Opel Astra Sports Tourer 1.0A,"$28,800","11-Dec-2017
(2y 5m COE left)","$10,500 /yr","105,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/opel-astra-sports-tourer-1407135/?dl=1068
Mercedes-Benz GLE-Class GLE400 Coupe 4MATIC Sunroof,"$119,800","27-Sep-2017
(2y 3m COE left)","$29,450 /yr",N.A,3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-gle-class-gle400-coupe-1407134/?dl=3387
Honda Stream 1.8A (COE till 11/2027),"$24,488","29-Nov-2007
(2y 5m COE left)","$10,080 /yr","172,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/honda-stream-18a-coe-1407124/?dl=3838&utm_content=SLeligible
Toyota Estima 2.4A Aeras Premium,"$68,800","28-Dec-2017
(2y 6m COE left)","$19,250 /yr","107,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/toyota-estima-24a-aeras-1406636/?dl=4833
Porsche Cayenne 3.6A Tip Panoramic Roof (COE till 05/2031),"$96,800","16-Jun-2011
(5y 11m COE left)","$16,300 /yr","127,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/porsche-cayenne-36a-tip-1378976/?dl=1152&utm_content=SLeligible
Toyota Prius C Hybrid 1.5A,"$24,300","27-Feb-2017
(1y 8m COE left)","$13,000 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-prius-c-hybrid-1364664/?dl=4166&utm_content=SLeligible
Toyota Rav4 2.4A G (COE till 05/2029),"$44,800","27-May-2009
(3y 11m COE left)","$11,420 /yr","125,188 km",5 Owners,https://www.sgcarmart.com/used-cars/info/toyota-rav4-24a-g-1315469/?dl=3047&utm_content=SLeligible
Honda HR-V 1.5A DX,"$53,800","24-Aug-2018
(3y 1m COE left)","$13,890 /yr","82,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-hr-v-15a-dx-1387536/?dl=1152&utm_content=SLeligible
Hyundai i45 2.0A (COE till 07/2030),"$47,800","28-Jul-2010
(5y 1m COE left)","$9,390 /yr","113,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-i45-20a-coe-1373102/?dl=1152&utm_content=SLeligible
Audi A5 Sportback 2.0A TFSI S-tronic Design,"$91,800","28-Feb-2019
(3y 8m COE left)","$18,760 /yr","112,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/audi-a5-sportback-20a-1397206/?dl=3564&utm_content=SLeligible
MINI Cooper 1.5A (COE till 07/2029),"$61,800","11-Jul-2014
(4y COE left)","$15,270 /yr","107,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/mini-cooper-15a-coe-1402592/?dl=2191&utm_content=SLeligible
BMW 2 Series 216i Gran Coupe Sport,"$129,000","22-Sep-2022
(7y 2m COE left)","$16,140 /yr","65,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216i-1393236/?dl=3564&utm_content=SLeligible
Suzuki Swift Mild Hybrid 1.2A GLX,"$118,888","01-Apr-2024
(8y 9m COE left)","$13,090 /yr","23,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/suzuki-swift-mild-hybrid-1400781/?dl=4834&utm_content=SLeligible
Nissan Qashqai 2.0A,"$33,800","08-Nov-2017
(2y 4m COE left)","$9,300 /yr",N.A,4 Owners,https://www.sgcarmart.com/used-cars/info/nissan-qashqai-20a-1388849/?dl=4847&utm_content=SLeligible
Lexus IS Turbo IS300 Executive,"$82,800","02-Jul-2018
(3y COE left)","$19,820 /yr","103,622 km",1 Owner,https://www.sgcarmart.com/used-cars/info/lexus-is-turbo-is300-1388659/?dl=1061&utm_content=SLeligible
Toyota Corolla Axio 1.5A G (New 5-yr COE),"$65,800","26-Nov-2015
(5y COE left)","$13,150 /yr","92,502 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-corolla-axio-15a-1388624/?dl=2199&utm_content=SLeligible
Porsche 911 Turbo Coupe 3.6A Tip (COE till 04/2029),"$238,000","09-Sep-2009
(3y 10m COE left)","$61,790 /yr","42,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/porsche-911-turbo-coupe-1382368/?dl=1000&utm_content=SLeligible
Audi A6 1.8A TFSI Ultra,"$28,500","30-Oct-2015
(4m COE left)",N.A,N.A,2 Owners,https://www.sgcarmart.com/used-cars/info/audi-a6-18a-tfsi-1382326/?dl=1000
Porsche 911 Carrera Coupe 3.0A PDK,"$428,000","02-Mar-2020
(4y 8m COE left)","$70,480 /yr","47,800 km",4 Owners,https://www.sgcarmart.com/used-cars/info/porsche-911-carrera-coupe-1382179/?dl=1000&utm_content=SLeligible
Lexus NX Turbo NX300 Luxury Moonroof,"$188,000","17-Aug-2020
(5y 1m COE left)","$30,830 /yr","76,275 km",2 Owners,https://www.sgcarmart.com/used-cars/info/lexus-nx-turbo-nx300-1382155/?dl=1000&utm_content=SLeligible
McLaren 12C Spider (COE till 02/2032),"$330,000","28-Jan-2013
(6y 8m COE left)","$49,340 /yr","66,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/mclaren-12c-spider-coe-1382105/?dl=1000&utm_content=SLeligible
Mercedes-Benz E-Class E300 Coupe Mild Hybrid AMG Line Premium Plus Night Edition,"$260,000","25-Feb-2022
(6y 8m COE left)","$30,630 /yr","52,489 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e300-coupe-1382022/?dl=1000&utm_content=SLeligible
BYD T3 Electric,"$63,800","28-Sep-2022
(7y 3m COE left)","$8,780 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/byd-t3-electric-1378812/?dl=3733
Maxus eDeliver 3 Electric,"$49,800","29-Oct-2021
(6y 4m COE left)","$7,850 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/maxus-edeliver-3-electric-1373657/?dl=3733
Honda Civic Type-R 2.0M VTEC Turbo GT,"$205,888","16-Mar-2021
(5y 8m COE left)","$30,630 /yr","46,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-civic-type-r-20m-1371290/?dl=4120&utm_content=SLeligible
Mercedes-Benz C-Class C63 S Coupe AMG,"$318,800","15-Jul-2020
(5y COE left)","$43,420 /yr","43,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c63-s-1371277/?dl=3321&utm_content=SLeligible
Jaguar I-PACE Electric,"$250,800","28-Sep-2023
(8y 3m COE left)","$24,210 /yr","15,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/jaguar-i-pace-electric-1371268/?dl=3573&utm_content=SLeligible
Mercedes-Benz G-Class G63 AMG 4MATIC,"$888,000","26-Jan-2023
(7y 7m COE left)","$97,350 /yr","3,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-g-class-g63-amg-1371234/?dl=3003&utm_content=SLeligible
Honda Fit 1.3A G F-Package (OPC),"$56,800","23-Mar-2020
(4y 8m COE left)","$11,330 /yr","49,866 km",3 Owners,https://www.sgcarmart.com/used-cars/info/honda-fit-13a-g-1371232/?dl=1034&utm_content=SLeligible
Rolls-Royce Wraith 6.6A (New 10-yr COE),"$798,000","26-Jan-2016
(10y COE left)","$79,760 /yr","35,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/rolls-royce-wraith-66a-new-1371173/?dl=3321&utm_content=SLeligible
Mercedes-Benz C-Class C200 Coupe AMG Line Sunroof,"$61,800","16-Jan-2017
(1y 6m COE left)","$24,610 /yr","77,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c200-coupe-1371165/?dl=3924&utm_content=SLeligible
MG ZS Electric Trophy,"$139,999","24-May-2024
(8y 10m COE left)","$15,690 /yr","6,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mg-zs-electric-trophy-1365567/?dl=1000&utm_content=SLeligible
Mercedes-Benz C-Class C160 Avantgarde,"$113,800","18-Sep-2020
(5y 2m COE left)","$17,930 /yr","115,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c160-avantgarde-1365532/?dl=1000&utm_content=SLeligible
Volvo S60 T5,"$59,800","24-Apr-2018
(2y 9m COE left)","$15,900 /yr","118,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/volvo-s60-t5-1365454/?dl=1000&utm_content=SLeligible
Mercedes-Benz CLK-Class CLK200ML Cabriolet (New 10-yr COE),"$149,888","30-Mar-2006
(10y COE left)","$14,980 /yr","148,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/mercedes-benz-clk-class-clk200ml-cabriolet-1361742/?dl=2648&utm_content=SLeligible
Honda Freed Hybrid 1.5A AIR EX e:HEV,"$181,988",N.A,N.A,50 km,N.A.,https://www.sgcarmart.com/used-cars/info/honda-freed-hybrid-15a-1354942/?dl=2010&utm_content=SLeligible
Maserati Quattroporte GranLusso 3.0A,"$190,000","12-Dec-2018
(3y 5m COE left)","$29,050 /yr","62,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/maserati-quattroporte-granlusso-30a-1354669/?dl=3116&utm_content=SLeligible
Mitsubishi Attrage 1.2A,"$66,800","07-Dec-2020
(5y 5m COE left)","$11,790 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/mitsubishi-attrage-12a-1349607/?dl=1034&utm_content=SLeligible
Ferrari 458 Italia (COE till 05/2031),"$390,500","14-Oct-2011
(5y 11m COE left)","$65,770 /yr","80,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/ferrari-458-italia-coe-1337160/?dl=2456&utm_content=SLeligible
BMW 5 Series 535i Sunroof (COE till 04/2031),"$108,808","29-Jul-2011
(5y 10m COE left)","$18,590 /yr","130,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/bmw-5-series-535i-1330600/?dl=1000&utm_content=SLeligible
Toyota Alphard 2.5A X 8-Seater Moonroof,"$237,777","20-Jun-2022
(6y 11m COE left)","$30,730 /yr","36,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-alphard-25a-x-1308065/?dl=2783&utm_content=SLeligible
Porsche Boxster 2.7A (COE till 03/2029),"$75,000",9-Mar-09,N.A,"74,213 km",4 Owners,https://www.sgcarmart.com/used-cars/info/porsche-boxster-27a-coe-1296587/?dl=3597
Toyota MRS 1.8A V-Edition (COE till 10/2027),"$40,800","17-Oct-2007
(2y 3m COE left)","$17,640 /yr","98,762 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-mrs-18a-v-edition-1208221/?dl=1034&utm_content=SLeligible
Ferrari 599 GTB Fiorano (COE till 08/2031),"$380,888","19-Aug-2011
(6y 1m COE left)","$52,010 /yr","55,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/ferrari-599-gtb-fiorano-1205396/?dl=4473&utm_content=SLeligible
Ferrari 458 Italia (COE till 09/2031),"$430,000","11-Oct-2011
(6y 3m COE left)","$68,570 /yr","88,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/ferrari-458-italia-coe-1205185/?dl=2051&utm_content=SLeligible
Land Rover Range Rover Mild Hybrid 3.0A Vogue SWB,"$385,000","11-Mar-2022
(6y 8m COE left)","$45,110 /yr","19,700 km",3 Owners,https://www.sgcarmart.com/used-cars/info/land-rover-range-rover-mild-1406830/?dl=1000&utm_content=SLeligible
Mercedes-Benz GLA-Class GLA180 AMG Line,"$177,800","18-Oct-2022
(7y 3m COE left)","$21,400 /yr","54,600 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-gla-class-gla180-amg-1377911/?dl=2757&utm_content=SLeligible
Volkswagen Golf 1.4A TSI Comfortline,"$56,500","20-Nov-2018
(3y 4m COE left)","$13,660 /yr","72,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-golf-14a-tsi-1407117/?dl=3283
Subaru Impreza 5D 2.0i-S EyeSight,"$49,888","11-Oct-2018
(3y 3m COE left)","$12,880 /yr","83,800 km",2 Owners,https://www.sgcarmart.com/used-cars/info/subaru-impreza-5d-20i-s-1407108/?dl=1000&utm_content=SLeligible
Mercedes-Benz C-Class C180 Exclusive,"$38,888","14-Jul-2016
(1y COE left)","$19,030 /yr","70,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-exclusive-1407106/?dl=1000
Mercedes-Benz C-Class C200,"$32,388","28-Aug-2015
(2m COE left)",N.A,"153,438 km",4 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c200-1407103/?dl=1000
Hyundai Avante 1.6A S,"$93,800","23-Jun-2021
(5y 11m COE left)","$15,220 /yr","53,300 km",1 Owner,https://www.sgcarmart.com/used-cars/info/hyundai-avante-16a-s-1407094/?dl=4427
Kia Cerato 1.6A LX,"$56,888","17-Jun-2019
(3y 11m COE left)","$12,790 /yr","89,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/kia-cerato-16a-lx-1386060/?dl=3271&utm_content=SLeligible
Audi S3 2.0M TFSI Quattro (COE till 08/2028),"$58,800","29-Aug-2008
(3y 2m COE left)","$18,490 /yr","10,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/audi-s3-20m-tfsi-1361518/?dl=4481&utm_content=SLeligible
BMW 5 Series 520i Mild Hybrid M-Sport,"$180,888","20-May-2021
(5y 10m COE left)","$24,150 /yr","49,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-5-series-520i-1358996/?dl=4605&utm_content=SLeligible
BMW 5 Series 520i Luxury,"$124,800","24-Sep-2019
(4y 2m COE left)","$21,540 /yr","49,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-5-series-520i-1293665/?dl=3271&utm_content=SLeligible
Toyota Alphard 2.5A S C-Package Moonroof,"$38,000","05-Nov-2015
(4m COE left)",N.A,"158,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-alphard-25a-s-1406700/?dl=1000
BYD eT3 Electric,"$99,800","28-Apr-2025
(9y 10m COE left)","$10,140 /yr",18 km,1 Owner,https://www.sgcarmart.com/used-cars/info/byd-et3-electric-1395849/?dl=4041
BMW M850i Coupe xDrive,"$289,988","18-Oct-2019
(4y 3m COE left)","$46,520 /yr","29,800 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-m850i-coupe-xdrive-1354049/?dl=4102&utm_content=SLeligible
Kia Cerato 1.6A EX,"$50,800","22-Nov-2018
(3y 4m COE left)","$12,830 /yr","78,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/kia-cerato-16a-ex-1397019/?dl=4038&utm_content=SLeligible
Honda Vezel 1.5A X,"$14,800","05-Apr-2016
(9m COE left)","$12,980 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/honda-vezel-15a-x-1407086/?dl=3989
Kia Stonic Mild Hybrid 1.0A,"$84,800","30-Sep-2021
(6y 3m COE left)","$13,130 /yr","79,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/kia-stonic-mild-hybrid-1407082/?dl=3954
