Title,Price,Reg Date,Depreciation,Mileage,Owners,URL
Chevrolet Orlando 1.4A Turbo,"$24,500","30-Dec-2016
(1y 6m COE left)","$10,880 /yr","109,148 km",1 Owner,https://www.sgcarmart.com/used-cars/info/chevrolet-orlando-14a-turbo-1394355/?dl=2728&utm_content=SLeligible
Infiniti Q50 2.0A T,"$34,988","17-Nov-2016
(1y 4m COE left)","$11,600 /yr","101,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/infiniti-q50-20a-t-1393758/?dl=3113&utm_content=SLeligible
Audi Q4 e-tron Electric 45,"$232,000","07-Aug-2024
(9y 1m COE left)","$23,290 /yr","6,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/audi-q4-e-tron-electric-1393196/?dl=1368&utm_content=SLeligible
Golden Dragon Electric,"$94,988","13-Mar-2025
(9y 8m COE left)","$9,770 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/golden-dragon-electric-1385831/?dl=3113
Kia Cerato 1.6A GT Line Sunroof,"$92,800","14-Jul-2021
(6y COE left)","$13,820 /yr","75,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/kia-cerato-16a-gt-1410861/?dl=2659
Mitsubishi Lancer EX 1.6A,"$11,800","24-Nov-2015
(4m COE left)",N.A,"200,200 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mitsubishi-lancer-ex-16a-1410205/?dl=4616
Jaguar XF 2.0A Prestige,"$53,900","26-Aug-2016
(1y 2m COE left)","$14,530 /yr","91,600 km",3 Owners,https://www.sgcarmart.com/used-cars/info/jaguar-xf-20a-prestige-1408782/?dl=3730
Chevrolet Orlando 1.4A Turbo,"$18,800","27-Jul-2016
(1y 1m COE left)","$9,970 /yr",N.A,2 Owners,https://www.sgcarmart.com/used-cars/info/chevrolet-orlando-14a-turbo-1408449/?dl=1135
Porsche Cayenne 3.0A Panoramic Roof,"$253,000","06-Nov-2019
(4y 4m COE left)","$41,180 /yr","77,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/porsche-cayenne-30a-panoramic-1408343/?dl=3730
Porsche Cayman 2.7A Tip (COE till 11/2028),"$76,000","20-Nov-2008
(3y 4m COE left)","$22,300 /yr","163,000 km",6 Owners,https://www.sgcarmart.com/used-cars/info/porsche-cayman-27a-tip-1406694/?dl=3730&utm_content=SLeligible
Lamborghini Huracan LP610-4 (New 10-yr COE),"$579,800","24-Oct-2016
(10y COE left)","$57,950 /yr","68,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/lamborghini-huracan-lp610-4-new-1406643/?dl=3730&utm_content=SLeligible
Renault Grand Scenic Diesel 1.5A dCi Sunroof,"$51,800","31-Dec-2018
(3y 6m COE left)","$12,210 /yr","73,664 km",1 Owner,https://www.sgcarmart.com/used-cars/info/renault-grand-scenic-diesel-1406288/?dl=1001
McLaren 12C (COE till 11/2031),"$278,000","17-May-2012
(6y 5m COE left)","$43,180 /yr","24,750 km",5 Owners,https://www.sgcarmart.com/used-cars/info/mclaren-12c-coe-till-1405896/?dl=3730&utm_content=SLeligible
McLaren 720S,"$618,000","04-Feb-2019
(3y 7m COE left)","$122,350 /yr","40,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mclaren-720s-1404955/?dl=3730
Lexus NX Turbo NX300 Luxury Moonroof,"$116,800","17-Apr-2019
(3y 9m COE left)","$22,980 /yr","112,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/lexus-nx-turbo-nx300-1403848/?dl=2171
Mercedes-Benz C-Class C180 Avantgarde (New 5-yr COE),"$85,800","03-Jun-2015
(5y COE left)","$17,150 /yr","83,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1402466/?dl=3730&utm_content=SLeligible
Audi A3 Sportback 1.4A TFSI Attraction,"$19,500","28-Jun-2016
(1y COE left)","$11,490 /yr","123,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/audi-a3-sportback-14a-1402462/?dl=3730
Subaru XV 2.0i-S EyeSight,"$46,800","14-Jun-2018
(2y 11m COE left)","$12,940 /yr","134,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/subaru-xv-20i-s-eyesight-1402334/?dl=4461&utm_content=SLeligible
BMW X1 sDrive18i,"$36,088","29-Nov-2016
(1y 5m COE left)","$14,660 /yr","97,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bmw-x1-sdrive18i-1401194/?dl=3730&utm_content=SLeligible
Toyota Corolla Axio 1.5A X,"$35,800","20-Dec-2017
(2y 5m COE left)","$12,830 /yr","99,531 km",4 Owners,https://www.sgcarmart.com/used-cars/info/toyota-corolla-axio-15a-1400863/?dl=1001&utm_content=SLeligible
Mercedes-Benz CLA-Class CLA180 (New 5-yr COE),"$75,088","15-Oct-2015
(5y COE left)","$15,010 /yr","87,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla180-new-1400673/?dl=3730&utm_content=SLeligible
Honda Civic 1.6A VTi,"$72,800","08-Jul-2019
(4y COE left)","$15,510 /yr","84,073 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-civic-16a-vti-1399432/?dl=2728&utm_content=SLeligible
Mercedes-Benz A-Class A180 (New 5-yr COE),"$63,000","16-Nov-2015
(5y COE left)","$12,590 /yr","94,131 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-a180-new-1398719/?dl=3730&utm_content=SLeligible
Honda Odyssey 2.4A EXV-S Sunroof,"$31,388","08-Jul-2016
(1y COE left)","$13,510 /yr","83,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-odyssey-24a-exv-s-1396721/?dl=3730
Mercedes-Benz C-Class C180 Avantgarde (New 5-yr COE),"$80,588","12-Aug-2015
(5y COE left)","$16,110 /yr","93,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1389985/?dl=3730&utm_content=SLeligible
Toyota Prius C Hybrid 1.5A,"$50,800","26-Jun-2018
(3y COE left)","$14,190 /yr","73,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-prius-c-hybrid-1386807/?dl=3730&utm_content=SLeligible
Mercedes-Benz A-Class A180 (New 5-yr COE),"$59,788","21-Jul-2015
(5y COE left)","$11,950 /yr","96,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-a180-new-1378630/?dl=3730&utm_content=SLeligible
BMW X3 sDrive20i,"$94,088","28-Jan-2019
(3y 7m COE left)","$19,210 /yr","95,800 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-x3-sdrive20i-1369990/?dl=3730&utm_content=SLeligible
Toyota Vellfire 2.5A Z G-Edition,"$82,000","23-Sep-2016
(1y 2m COE left)","$45,570 /yr","119,200 km",4 Owners,https://www.sgcarmart.com/used-cars/info/toyota-vellfire-25a-z-1281664/?dl=3730
Toyota Raize Hybrid 1.2A G,"$149,800","06-Dec-2023
(8y 5m COE left)","$17,420 /yr",75 km,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-raize-hybrid-12a-1254218/?dl=2454&utm_content=SLeligible
Rolls-Royce Dawn 6.6A,"$918,000","05-Oct-2017
(2y 3m COE left)","$227,490 /yr","8,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/rolls-royce-dawn-66a-1234958/?dl=3730&utm_content=SLeligible
Lamborghini Aventador LP700-4 (COE till 03/2032),"$478,000","18-Apr-2012
(6y 9m COE left)","$70,580 /yr","35,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/lamborghini-aventador-lp700-4-coe-1222795/?dl=3730&utm_content=SLeligible
Honda Vezel 1.5A X,"$33,300","02-Jun-2017
(1y 11m COE left)","$14,590 /yr","96,100 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-vezel-15a-x-1410833/?dl=2549
MG ZS Electric Trophy,"$133,800","30-Sep-2024
(9y 3m COE left)","$14,430 /yr","12,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mg-zs-electric-trophy-1410749/?dl=2011
Kia Cerato K3 1.6A EX (OPC),"$14,500","19-May-2016
(10m COE left)","$8,330 /yr","70,900 km",3 Owners,https://www.sgcarmart.com/used-cars/info/kia-cerato-k3-16a-1408228/?dl=1000
Mitsubishi Outlander 2.4A Sunroof,"$24,300","07-Jun-2016
(11m COE left)","$12,940 /yr","95,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mitsubishi-outlander-24a-sunroof-1406684/?dl=3730
Lexus GS Turbo GS200t Executive,"$55,800","17-Aug-2016
(1y 1m COE left)","$21,650 /yr","85,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/lexus-gs-turbo-gs200t-1406670/?dl=3730
Mercedes-Benz CLA-Class CLA180 (COE till 05/2030),"$73,300","26-May-2015
(4y 11m COE left)","$14,900 /yr","91,680 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla180-coe-1404871/?dl=3730&utm_content=SLeligible
Mercedes-Benz C-Class C180 Avantgarde,"$37,888","02-Sep-2016
(1y 2m COE left)","$16,340 /yr","81,600 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1404866/?dl=3730
Chevrolet Orlando 1.4A Turbo,"$23,300","20-Jan-2017
(1y 6m COE left)","$9,690 /yr","93,600 km",3 Owners,https://www.sgcarmart.com/used-cars/info/chevrolet-orlando-14a-turbo-1404861/?dl=3730
Honda HR-V 1.5A LX (OPC),"$49,800","14-Aug-2018
(3y 1m COE left)","$12,400 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/honda-hr-v-15a-lx-1404508/?dl=4794
MINI Cooper S Countryman 2.0A,"$66,500","27-Sep-2017
(2y 3m COE left)","$19,820 /yr","95,300 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mini-cooper-s-countryman-1403740/?dl=2473
Mercedes-Benz C-Class C180 Avantgarde (New 5-yr COE),"$82,888","22-Jul-2015
(5y COE left)","$16,570 /yr","95,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1400664/?dl=3730&utm_content=SLeligible
Tesla Model 3 Electric Performance,"$130,800","21-Sep-2021
(6y 2m COE left)","$16,400 /yr","13,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/tesla-model-3-electric-1398467/?dl=3730&utm_content=SLeligible
Honda Odyssey 2.4A Absolute,"$29,980","26-May-2016
(11m COE left)","$12,870 /yr","103,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-odyssey-24a-absolute-1396219/?dl=3730
Audi RS 5 Sportback 2.9A TFSI Quattro,"$199,000","31-Dec-2019
(4y 6m COE left)","$32,300 /yr","86,300 km",3 Owners,https://www.sgcarmart.com/used-cars/info/audi-rs-5-sportback-1394339/?dl=3730&utm_content=SLeligible
Mercedes-Benz CLA-Class CLA180 (New 5-yr COE),"$68,688","29-Dec-2015
(5y COE left)","$13,730 /yr","95,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla180-new-1394325/?dl=3730&utm_content=SLeligible
Mercedes-Benz A-Class A35 AMG 4MATIC Premium Plus,"$163,800","05-Feb-2021
(5y 7m COE left)","$24,260 /yr","38,900 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-a35-amg-1392880/?dl=3298&utm_content=SLeligible
BMW 7 Series 735i Mild Hybrid sDrive Pure Excellence,"$448,000","21-Jul-2023
(8y COE left)","$48,040 /yr","9,800 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-7-series-735i-1392467/?dl=3730&utm_content=SLeligible
BMW iX3 Electric M-Sport Impressive Shadow Sunroof,"$211,988","30-Jun-2023
(8y COE left)","$23,850 /yr","45,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-ix3-electric-m-sport-1388694/?dl=4731&utm_content=SLeligible
Mercedes-Benz S-Class S400L (New 10-yr COE),"$203,800","19-Aug-2015
(10y COE left)","$20,370 /yr","83,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-s-class-s400l-new-1383149/?dl=3730&utm_content=SLeligible
BMW X3 sDrive20i,"$99,000","21-Nov-2018
(3y 4m COE left)","$21,850 /yr","102,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/bmw-x3-sdrive20i-1382929/?dl=3730&utm_content=SLeligible
MG 4 Electric Trophy Sport LR,"$125,888","11-Jan-2024
(8y 6m COE left)","$14,710 /yr","45,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mg-4-electric-trophy-1376483/?dl=1000&utm_content=SLeligible
BMW 4 Series 420i Gran Coupe M-Sport,"$66,500","24-Nov-2017
(2y 4m COE left)","$18,130 /yr","138,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-4-series-420i-1366327/?dl=3730&utm_content=SLeligible
BMW 7 Series 740Li Luxury Sunroof,"$99,800","01-Dec-2016
(1y 5m COE left)","$26,890 /yr","132,117 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-7-series-740li-1364111/?dl=3298&utm_content=SLeligible
Jaguar E-PACE 2.0A Prestige,"$76,800","27-Jul-2018
(3y 1m COE left)","$17,730 /yr","94,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/jaguar-e-pace-20a-prestige-1354893/?dl=3730&utm_content=SLeligible
Alfa Romeo Giulietta 1.4A Turbo (New 5-yr COE),"$78,000","28-Sep-2015
(5y COE left)","$15,590 /yr","68,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/alfa-romeo-giulietta-14a-turbo-1329838/?dl=3730&utm_content=SLeligible
McLaren 650S Spider (New 10-yr COE),"$468,000","29-Jun-2015
(10y COE left)","$46,770 /yr","30,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mclaren-650s-spider-new-1321047/?dl=3730&utm_content=SLeligible
Porsche 911 Carrera Coupe 3.0A PDK,"$618,000","08-Mar-2023
(7y 8m COE left)","$63,430 /yr","10,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/porsche-911-carrera-coupe-1318280/?dl=3730&utm_content=SLeligible
BMW 6 Series 640i Gran Coupe (COE till 11/2032),"$119,800","07-Dec-2012
(7y 5m COE left)","$16,100 /yr","93,300 km",4 Owners,https://www.sgcarmart.com/used-cars/info/bmw-6-series-640i-1301462/?dl=3730&utm_content=SLeligible
BMW 6 Series 640i Gran Coupe (COE till 01/2033),"$118,088","25-Jan-2013
(7y 7m COE left)","$15,550 /yr","101,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/bmw-6-series-640i-1292856/?dl=3730&utm_content=SLeligible
Ferrari 458 Italia (COE till 06/2032),"$426,000","31-Jan-2013
(7y COE left)","$60,670 /yr","61,500 km",More than 6,https://www.sgcarmart.com/used-cars/info/ferrari-458-italia-coe-1279314/?dl=3730&utm_content=SLeligible
Lamborghini Aventador LP700-4 (COE till 11/2031),"$430,000","30-Nov-2011
(6y 5m COE left)","$66,820 /yr","50,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/lamborghini-aventador-lp700-4-coe-1271134/?dl=3730&utm_content=SLeligible
Porsche Macan 2.0A PDK,"$347,888","30-Jun-2023
(8y COE left)","$37,620 /yr","25,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/porsche-macan-20a-pdk-1410836/?dl=4447
Nissan Teana 2.5A Sunroof,"$26,800","23-Aug-2016
(1y 1m COE left)","$10,220 /yr","95,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/nissan-teana-25a-sunroof-1410733/?dl=2775
Toyota Camry Hybrid 2.5A Ascent Sport,"$110,800","16-Oct-2020
(5y 3m COE left)","$18,230 /yr","52,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-camry-hybrid-25a-1410506/?dl=3722
Lamborghini Huracan LP610-4 (New 10-yr COE),"$593,000","13-Aug-2015
(10y COE left)","$59,270 /yr","53,000 km",6 Owners,https://www.sgcarmart.com/used-cars/info/lamborghini-huracan-lp610-4-new-1408785/?dl=3730&utm_content=SLeligible
Honda Odyssey 2.4A EXV-S Navi Res Sunroof,"$42,800","16-Jan-2017
(1y 6m COE left)","$14,110 /yr","158,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-odyssey-24a-exv-s-1408779/?dl=3730
Mitsubishi Attrage 1.2A,"$71,800","04-Jun-2021
(5y 11m COE left)","$11,660 /yr","55,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mitsubishi-attrage-12a-1408770/?dl=3722
Toyota Harrier Turbo 2.0A G Panoramic Roof,"$78,800","25-Jul-2018
(3y 1m COE left)","$19,280 /yr","82,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-harrier-turbo-20a-1408373/?dl=3722
MINI Cooper 1.6A (COE till 08/2030),"$45,800","15-Sep-2010
(5y 2m COE left)","$8,830 /yr","125,000 km",5 Owners,https://www.sgcarmart.com/used-cars/info/mini-cooper-16a-coe-1408329/?dl=4812&utm_content=SLeligible
Mercedes-Benz CLA-Class CLA180,"$30,800","20-Jun-2016
(11m COE left)","$17,990 /yr","39,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla180-1408017/?dl=3730
Kia Cerato K3 1.6A,"$38,800","08-Jan-2018
(2y 6m COE left)","$12,780 /yr","79,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/kia-cerato-k3-16a-1407145/?dl=3722
Mercedes-Benz CLA-Class CLA180 (New 5-yr COE),"$72,000","13-Aug-2015
(5y COE left)","$14,390 /yr","96,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla180-new-1406689/?dl=3730&utm_content=SLeligible
Mercedes-Benz C-Class C180 Avantgarde (New 5-yr COE),"$86,800","25-Sep-2015
(5y COE left)","$17,350 /yr","83,600 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1406686/?dl=3730&utm_content=SLeligible
Mercedes-Benz C-Class C180 Avantgarde,"$37,800","15-Aug-2016
(1y 1m COE left)","$16,890 /yr","71,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1406677/?dl=3730
Honda Shuttle 1.5A G,"$55,088","28-Mar-2019
(3y 9m COE left)","$13,100 /yr","80,400 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-shuttle-15a-g-1405897/?dl=3730
Hyundai Avante 1.6A Elite Sunroof,"$92,800","17-May-2021
(5y 10m COE left)","$15,150 /yr","64,700 km",2 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-avante-16a-elite-1404974/?dl=3722
Mercedes-Benz GLC-Class GLC250 4MATIC,"$56,000","29-Nov-2016
(1y 5m COE left)","$20,610 /yr","87,600 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glc-class-glc250-4matic-1404973/?dl=3730
Mercedes-Benz CLA-Class CLA200 Progressive,"$113,000","09-Jul-2019
(4y COE left)","$22,700 /yr","60,000 km",5 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla200-progressive-1404874/?dl=3730
Volkswagen Passat Variant 2.0A TSI R-Line,"$42,300","21-Sep-2016
(1y 2m COE left)","$15,680 /yr","103,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-passat-variant-20a-1404868/?dl=3730
Suzuki Vitara 1.6A GLX,"$23,500","29-Nov-2016
(1y 5m COE left)","$11,660 /yr","83,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/suzuki-vitara-16a-glx-1404864/?dl=3730
MINI Cooper S 2.0A,"$63,800","29-Mar-2018
(2y 9m COE left)","$16,450 /yr","80,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mini-cooper-s-20a-1404399/?dl=4812
Honda Civic Type-R 2.0M VTEC Turbo,"$59,000","30-Jun-2016
(1y COE left)","$37,820 /yr",N.A,4 Owners,https://www.sgcarmart.com/used-cars/info/honda-civic-type-r-20m-1404391/?dl=3976
Lexus GS300 (COE till 05/2027),"$23,000","08-Jun-2007
(1y 11m COE left)","$11,890 /yr","150,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/lexus-gs300-coe-till-1403219/?dl=4158
Mercedes-Benz GLB-Class GLB35 AMG 4MATIC 7-Seater,"$213,800","21-Feb-2022
(6y 7m COE left)","$27,860 /yr","60,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glb-class-glb35-amg-1403127/?dl=2410
Alfa Romeo Stelvio 2.9A Quadrifoglio,"$215,000","14-Sep-2020
(5y 2m COE left)","$32,030 /yr","55,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/alfa-romeo-stelvio-29a-quadrifoglio-1403072/?dl=4073&utm_content=SLeligible
BMW X1 sDrive18i,"$35,000","30-Aug-2016
(1y 2m COE left)","$17,480 /yr","103,850 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-x1-sdrive18i-1401196/?dl=3730
Mercedes-Benz A-Class A180 (COE till 05/2030),"$63,800","11-May-2015
(4y 10m COE left)","$13,080 /yr","82,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-a180-coe-1400677/?dl=3730&utm_content=SLeligible
Mercedes-Benz C-Class C180 Avantgarde,"$98,800","12-Mar-2019
(3y 8m COE left)","$20,860 /yr","68,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1400453/?dl=1070&utm_content=SLeligible
Peugeot 308 SW 1.2A PureTech Allure,"$17,800","26-Aug-2016
(1y 2m COE left)","$9,900 /yr","113,600 km",2 Owners,https://www.sgcarmart.com/used-cars/info/peugeot-308-sw-12a-1399347/?dl=3722
Honda Jazz 1.5A RS,"$25,800","01-Nov-2016
(1y 4m COE left)","$14,430 /yr","81,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-jazz-15a-rs-1398247/?dl=3722&utm_content=SLeligible
Honda Jazz Hybrid 1.5A e-HEV Luxe,"$110,800","20-May-2022
(6y 10m COE left)","$15,340 /yr","40,300 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-jazz-hybrid-15a-1397747/?dl=3709&utm_content=SLeligible
Mercedes-Benz E-Class E200K (COE till 06/2027),"$21,800","22-Jun-2007
(1y 11m COE left)","$10,940 /yr","168,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e200k-coe-1397094/?dl=4812
BMW 2 Series 218i Coupe Sunroof,"$72,800","30-Oct-2018
(3y 4m COE left)","$16,040 /yr","60,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-2-series-218i-1396876/?dl=4812&utm_content=SLeligible
Chevrolet Orlando 1.4A Turbo,"$16,788","31-May-2016
(11m COE left)","$9,330 /yr","92,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/chevrolet-orlando-14a-turbo-1396725/?dl=3730
Mercedes-Benz C-Class C180 Avantgarde,"$35,188","14-Jul-2016
(1y COE left)","$16,030 /yr","77,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1396723/?dl=3730
Mercedes-Benz GLC-Class GLC200,"$82,300","29-Mar-2018
(2y 9m COE left)","$20,470 /yr","91,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glc-class-glc200-1395676/?dl=3730&utm_content=SLeligible
Honda Civic 1.6A VTi,"$29,088","29-Nov-2016
(1y 5m COE left)","$13,260 /yr","86,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-civic-16a-vti-1391121/?dl=3730&utm_content=SLeligible
BMW 1 Series 116i Sportline,"$123,800","21-Feb-2022
(6y 7m COE left)","$15,970 /yr","22,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-1-series-116i-1390702/?dl=1070&utm_content=SLeligible
BMW X6 Mild Hybrid xDrive40i M-Sport,"$399,000","22-Nov-2023
(8y 4m COE left)","$40,280 /yr","14,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-x6-mild-hybrid-1389205/?dl=3730&utm_content=SLeligible
Rolls-Royce Dawn 6.6A,"$908,000","15-Sep-2017
(2y 2m COE left)","$244,040 /yr","16,500 km",3 Owners,https://www.sgcarmart.com/used-cars/info/rolls-royce-dawn-66a-1387775/?dl=3730&utm_content=SLeligible
Porsche Macan 2.0A PDK,"$223,000","28-Apr-2021
(5y 10m COE left)","$31,170 /yr","85,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/porsche-macan-20a-pdk-1386859/?dl=3730&utm_content=SLeligible
Toyota Aqua Hybrid 1.5A S,"$29,800","14-Jun-2017
(1y 11m COE left)","$13,860 /yr","80,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-aqua-hybrid-15a-1383253/?dl=3722&utm_content=SLeligible
Honda Civic 1.6A VTi,"$27,300","27-Sep-2016
(1y 3m COE left)","$13,960 /yr","93,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/honda-civic-16a-vti-1382935/?dl=3730&utm_content=SLeligible
Fiat 500 1.4A Gucci Sunroof (COE till 05/2034),"$78,888","30-May-2014
(8y 11m COE left)","$8,830 /yr","75,243 km",4 Owners,https://www.sgcarmart.com/used-cars/info/fiat-500-14a-gucci-1380657/?dl=4609&utm_content=SLeligible
